source_district,school,school_cleaned,my_county,confidence,orig_evidence,poll_loc,poll_eds,poll_confirm,gaz_loc,gaz_lds,gaz_confirm,verdict,notes
Canterbury,Okuru,Okuru,Westland County,High,KG: Okuru on South Westland coast; Westland County,,,,okuru,Westland,Westland,CONFIRM,Gazetteer land district 'Westland' consistent with district
Canterbury,Okute Valley,Okute Valley,Westland County,Low,KG: Okute near Whataroa; Westland County,,,,okuti valley,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Opawa,Opawa,Heathcote County,High,KG: Opawa suburb south of Christchurch; Heathcote County,opawa,Lyitelion,,opawa,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Opihi,Opihi,Geraldine County,Medium,KG: Opihi near Temuka/Geraldine; Geraldine County,,,,opihi,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Orari Bridge,Orari Bridge,Geraldine County,High,same area as Orari; Geraldine County,,,,orari bridge,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Orari Gorge,Orari Gorge,Geraldine County,High,same area as Orari; Geraldine County,otapiri gorge,Awarua,,,,,CONFIRM,KG evidence identifies location and county
Canterbury,Oxford East District High School - Primary (106) Secondary (13),Oxford East,Oxford County,High,"small_cities: Oxford, Oxford, 989",,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Canterbury,Oxford West,Oxford West,Oxford County,High,same area; Oxford County,,,,,,,CONFIRM,KG evidence identifies location and county
Canterbury,Papanui (262) and Bligh's Road (side school) (104),Papanui and Blighs Road (side school,Waimairi County,High,"small_cities: Papanui, Waimairi, 2844",,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Canterbury,Pareora East,Pareora East,Levels County,High,"small_cities: Pareora, Levels, 330",,,,pareora west,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Pareora West,Pareora West,Levels County,High,same area; Levels County,,,,pareora west,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Pendarves,Pendarves,Ashburton County,Medium,KG: Pendarves near Methven; Ashburton County,,,,pendarves,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Pigeon's Bay,Pigeons Bay,Akaroa County,Medium,KG: Pigeon Bay on Banks Peninsula; Akaroa County,,,,pigeon bay,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Pleasant Point District High School Primary (146) Secondary (22),Pleasant Point,Levels County,High,KG: Pleasant Point in Levels County; not in CB,,,,pleasant point,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Port Levy,Port Levy,Mt Herbert County,Medium,KG: Port Levy on Banks Peninsula; Mt Herbert County,port levy,Lyitelion,,port levy,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Port Robinson,Port Robinson,Cheviot County,Low,KG: Port Robinson near Cheviot; Cheviot County,,,,port robinson,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Rakaia South,Rakaia South,Ashburton County,High,"small_cities: South Rakaia, Ashburton, 162",,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Canterbury,Rangitata Station,Rangitata Station,Geraldine County,Low,KG: Rangitata Station near Ashburton/Geraldine boundary; Geraldine County,,,,,,,CONFIRM,KG evidence identifies location and county
Canterbury,Roa,Roa,Grey County,High,Polling: Grey ED lists Roa (Miners' Hall),,,,roa,Westland,Westland,CONFIRM,Gazetteer land district 'Westland' consistent with district
Canterbury,Robinson's Bay,Robinsons Bay,Akaroa County,Medium,KG: Robinson's Bay on Banks Peninsula; Akaroa County,,,,robinsons bay,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Rokeby,Rokeby,Ashburton County,Low,KG: Rokeby near Ashburton; Ashburton County,,,,rokeby,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Rosewill,Rosewill,Levels County,Medium,KG: Rosewill near Timaru; Levels County,rosewill,Timaru,Timaru,rosewill,Canterbury,Canterbury,CONFIRM,Polling ED 'Timaru' confirms county
Canterbury,Rotomanu,Rotomanu,Grey County,High,KG: Rotomanu near Lake Brunner; Grey County,rotomanu,Westland,,rotomanu,Westland,Westland,CONFIRM,Gazetteer land district 'Westland' consistent with district
Canterbury,Salisbury,Salisbury,Waimairi County,Low,KG: Salisbury near Christchurch north; Waimairi County,,,,salisbury,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Saltwater Creek,Saltwater Creek,Westland County,Medium,KG: Saltwater Creek near Hokitika; Westland County,,,,saltwater creek,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Seaview,Seaview,Heathcote County,Low,KG: Seaview near Christchurch; Heathcote County,,,,seaview,Canterbury | Westland | Wellington,Canterbury,CONFIRM,Gazetteer land district 'Canterbury | Westland | Wellington' consistent with district
Canterbury,Sedgemere,Sedgemere,Ashburton County,Low,KG: Sedgemere near Ashburton; Ashburton County,,,,sedgemere,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Shirley Road,Shirley Road,Waimairi County,High,"small_cities: Shirley, Waimairi, 338",,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Canterbury,Southbridge District High School Primary (140) Secondary (23),Southbridge,Ellesmere County,High,KG: Southbridge in Ellesmere County,southbridge,Ellesmere,Ellesmere,southbridge,Canterbury,Canterbury,CONFIRM,Polling ED 'Ellesmere' confirms county
Canterbury,South Malvern,South Malvern,Malvern County,Medium,KG: South Malvern in Malvern County,,,,south malvern,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Spencerville,Spencerville,Waimairi County,Medium,KG: Spencerville north of Christchurch; Waimairi County,,,,spencerville,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Springbrook,Springbrook,Malvern County,Low,KG: Springbrook near Darfield; Malvern County,,,,springbrook,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Stillwater,Stillwater,Grey County,High,KG: Stillwater near Greymouth; Grey County,,,,stillwater,Westland | North Auckland,Westland,CONFIRM,Gazetteer land district 'Westland | North Auckland' consistent with district
Canterbury,Summerhill,Summerhill,Levels County,Low,KG: Summerhill near Timaru; Levels County,,,,summerhill,Wellington | Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Wellington | Canterbury' consistent with district
Canterbury,Swedes Mill,Swedes Mill,Grey County,Low,KG: Swedes Mill near Greymouth; Grey County,,,,,,,CONFIRM,KG evidence identifies location and county
Canterbury,Taramakau,Taramakau,Grey County,Low,KG: Taramakau near Kumara; Grey County,,,,taramakau,Westland,Westland,CONFIRM,Gazetteer land district 'Westland' consistent with district
Canterbury,Taylorville,Taylorville,Grey County,High,KG: Taylorville near Greymouth; Grey County,,,,taylorville,Westland,Westland,CONFIRM,Gazetteer land district 'Westland' consistent with district
Canterbury,Teddington,Teddington,Akaroa County,Medium,Polling: Lyttelton ED lists Teddington; Banks Peninsula = Akaroa County,,,,teddington,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Te Moana,Te Moana,Geraldine County,Low,KG: Te Moana near Geraldine; Geraldine County,,,,te moana,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Te Pirita,Te Pirita,Ashburton County,Low,KG: Te Pirita near Rakaia; Ashburton County,,,,te pirita,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Teschmakers,Teschmakers,Waimate County,Low,KG: Teschmakers near Waimate area; Waimate County,,,,teschemakers,Otago,,CONFIRM,KG evidence identifies location and county
Canterbury,Tuahiwi,Tuahiwi,Eyre County,Medium,KG: Tuahiwi near Kaiapoi; Eyre County,,,,tuahiwi,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Waihao Downs,Waihao Downs,Waimate County,High,"small_cities: Waihao Downs, Waimate, 157",,,,waihao downs,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Wainihinihi,Wainihinihi,Westland County,High,KG: Wainihinihi near Hokitika; Westland County,,,,wainihinihi,Westland,Westland,CONFIRM,Gazetteer land district 'Westland' consistent with district
Canterbury,Wairewa,Wairewa,Wairewa County,High,"coordinates_county.csv: Wairewa, Canterbury",warea,Egmont,,,,,CONFIRM,KG evidence identifies location and county
Canterbury,Waitohi Flat,Waitohi Flat,Geraldine County,Medium,KG: Waitohi near Temuka; Geraldine County,,,,,,,CONFIRM,KG evidence identifies location and county
Canterbury,Waitohi Upper,Waitohi Upper,Geraldine County,Medium,same area as Waitohi Flat; Geraldine County,,,,,,,CONFIRM,KG evidence identifies location and county
Canterbury,Waituna Creek,Waituna Creek,Ashburton County,Low,KG: Waituna Creek near Ashburton; Ashburton County,,,,,,,CONFIRM,KG evidence identifies location and county
Canterbury,Westbrook,Westbrook,Grey County,Low,KG: Westbrook near Greymouth; Grey County,,,,,,,CONFIRM,KG evidence identifies location and county
Canterbury,Whiterock,Whiterock,Waimate County,Low,KG: Whiterock near Waimate; Waimate County,,,,whiterock,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
Canterbury,Winslow,Winslow,Ashburton County,Low,KG: Winslow near Ashburton; Ashburton County,,,,winslow,Canterbury,Canterbury,CONFIRM,Gazetteer land district 'Canterbury' consistent with district
HawkesBay,Argyll East,Argyll East,Waipawa County,High,"small_cities: Argyll, Waipawa, 228",,,,argyll east,Hawke's Bay,Hawke's Bay,CONFIRM,"Gazetteer land district ""Hawke's Bay"" consistent with district"
HawkesBay,Awariki,Awariki,Wairoa County,Low,KG: Awariki in Wairoa hinterland; Wairoa County,,,,awariki,Hawke's Bay,Hawke's Bay,CONFIRM,"Gazetteer land district ""Hawke's Bay"" consistent with district"
HawkesBay,Fernhill,Fernhill,Hawke's Bay County,Medium,KG: Fernhill near Hastings; Hawke's Bay County,,,,fernhill,Otago | Hawke's Bay,Hawke's Bay,CONFIRM,"Gazetteer land district ""Otago | Hawke's Bay"" consistent with district"
HawkesBay,Flemington,Flemington,Waipawa County,Low,KG: Flemington in Waipawa County area,,,,flemington,Hawke's Bay | Canterbury,Hawke's Bay,CONFIRM,"Gazetteer land district ""Hawke's Bay | Canterbury"" consistent with district"
HawkesBay,Havelock North,Havelock North,Hawke's Bay County,High,KG: Havelock North near Hastings; Hawke's Bay County; not in CB,havelock north,Hawke'S Bay,Hawke'S Bay,havelock north,Hawke's Bay,Hawke's Bay,CONFIRM,"Polling ED ""Hawke'S Bay"" confirms county"
HawkesBay,Heretaunga,Heretaunga,Hawke's Bay County,Medium,KG: Heretaunga plains area near Hastings; Hawke's Bay County,,,,heretaunga,Wellington,,CONFIRM,KG evidence identifies location and county
HawkesBay,Hopelands,Hopelands,Waipawa County,Low,KG: Hopelands in Waipawa County area,,,,hopelands,Hawke's Bay,Hawke's Bay,CONFIRM,"Gazetteer land district ""Hawke's Bay"" consistent with district"
HawkesBay,Ihungia,Ihungia,Waiapu County,Low,KG: Ihungia near Ruatoria; Waiapu County,shungia,Tauranga,,ihungia,Gisborne,,CONFIRM,KG evidence identifies location and county
HawkesBay,Kaitaratahi,Kaitaratahi,Cook County,Low,KG: Kaitaratahi near Gisborne; Cook County,,,,kaitaratahi,Gisborne,,CONFIRM,KG evidence identifies location and county
HawkesBay,Keruru,Keruru,Cook County,Low,KG: Keruru in Gisborne hinterland near Tiniroto; Cook County,,,,,,,CONFIRM,KG evidence identifies location and county
HawkesBay,Maharahara West,Maharahara West,Weber County,Low,KG: Maharahara near Weber/Manawatu area; Weber County,,,,maharahara west,Hawke's Bay,Hawke's Bay,CONFIRM,"Gazetteer land district ""Hawke's Bay"" consistent with district"
HawkesBay,Makaretu South,Makaretu South,Waipawa County,High,"small_cities: Makaretu, Waipawa, 268",,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
HawkesBay,Mangatahi,Mangatahi,Hawke's Bay County,Low,KG: Mangatahi near Napier; Hawke's Bay County,manutahi,Patea,,mangati,South Auckland,,CONFIRM,KG evidence identifies location and county
HawkesBay,Marakeke,Marakeke,Cook County,Low,KG: Marakeke near Gisborne; Cook County,,,,māharakeke,Hawke's Bay,Hawke's Bay,CONFIRM,"Gazetteer land district ""Hawke's Bay"" consistent with district"
HawkesBay,Marumaru,Marumaru,Cook County,High,"small_cities: Marumaru, Cook, 222",,,,marumaru,Gisborne,,CONFIRM,Strong original evidence (small_cities / polling)
HawkesBay,Morere,Morere,Wairoa County,Medium,KG: Morere hot springs near Nuhaka; Wairoa County,,,,,,,CONFIRM,KG evidence identifies location and county
HawkesBay,Ngatarawa,Ngatarawa,Hawke's Bay County,Medium,KG: Ngatarawa near Hastings; Hawke's Bay County,,,,,,,CONFIRM,KG evidence identifies location and county
HawkesBay,Norsewood,Norsewood,Waipawa County,High,Polling: Waipawa ED lists Norsewood (Public Library),norsewood,Gisborne,,norsewood,Hawke's Bay,Hawke's Bay,CONFIRM,"Gazetteer land district ""Hawke's Bay"" consistent with district"
HawkesBay,Omakere,Omakere,Patangata County,Low,KG: Omakere near Porangahau; Patangata County,omapere,Bay Of Islands,,,,,CONFIRM,KG evidence identifies location and county
HawkesBay,Opapa,Opapa,Waipawa County,Medium,KG: Opapa near Ongaonga; Waipawa County,,,,opapa,Hawke's Bay,Hawke's Bay,CONFIRM,"Gazetteer land district ""Hawke's Bay"" consistent with district"
HawkesBay,Opoutama,Opoutama,Wairoa County,Medium,KG: Opoutama near Mahia Peninsula; Wairoa County,,,,ōpoutama,Hawke's Bay,Hawke's Bay,CONFIRM,"Gazetteer land district ""Hawke's Bay"" consistent with district"
HawkesBay,Ormondville,Ormondville,Dannevirke County,High,Polling: Waipawa ED lists Ormondville (Town Board Office); Dannevirke County,ormondville,Gisborne,,ormondville,Hawke's Bay,Hawke's Bay,CONFIRM,"Gazetteer land district ""Hawke's Bay"" consistent with district"
HawkesBay,Otamauri,Otamauri,Hawke's Bay County,Low,KG: Otamauri near Tikokino; Hawke's Bay County,,,,ōtamauri,Hawke's Bay,Hawke's Bay,CONFIRM,"Gazetteer land district ""Hawke's Bay"" consistent with district"
HawkesBay,Otane,Otane,Waipawa County,High,Polling: Waipawa ED lists Otane (Public Hall),,,,otane,Gisborne,,CONFIRM,Strong original evidence (small_cities / polling)
HawkesBay,Patangata,Patangata,Patangata County,Medium,"KG: Patangata in Patangata County; small_cities: Tamumu, Patangata nearby",,,,pātangata,Hawke's Bay,Hawke's Bay,CONFIRM,"Gazetteer land district ""Hawke's Bay"" consistent with district"
HawkesBay,Port Awanui,Port Awanui,Waiapu County,High,KG: Port Awanui on East Cape; Waiapu County,,,,port awanui,Gisborne,,CONFIRM,KG evidence identifies location and county
HawkesBay,Putorino,Putorino,Wairoa County,Low,KG: Putorino north of Wairoa; Wairoa County,,,,putorino,Wellington,,CONFIRM,KG evidence identifies location and county
HawkesBay,Ruaroa,Ruaroa,Cook County,Low,KG: Ruaroa near Gisborne; Cook County,,,,ruaroa,Hawke's Bay | North Auckland,Hawke's Bay,CONFIRM,"Gazetteer land district ""Hawke's Bay | North Auckland"" consistent with district"
HawkesBay,Ruataniwha,Ruataniwha,Waipawa County,Medium,KG: Ruataniwha near Waipawa; Waipawa County,,,,ruataniwha,Hawke's Bay,Hawke's Bay,CONFIRM,"Gazetteer land district ""Hawke's Bay"" consistent with district"
HawkesBay,Sherenden,Sherenden,Hawke's Bay County,Low,KG: Sherenden near Napier; Hawke's Bay County,,,,sherenden,Hawke's Bay,Hawke's Bay,CONFIRM,"Gazetteer land district ""Hawke's Bay"" consistent with district"
HawkesBay,Tangitere,Tangitere,Cook County,Low,KG: Tangitere near Gisborne; Cook County,,,,,,,CONFIRM,KG evidence identifies location and county
HawkesBay,Taradale (237) and Greenmeadows (side school) (53),Taradale and Greenmeadows (side school,Hawke's Bay County,High,Polling: Napier ED lists Taradale (Town Hall); not a Borough; Hawke's Bay County,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
HawkesBay,Te Arai,Te Arai,Hawke's Bay County,Medium,KG: Te Arai near Napier; Hawke's Bay County,te arai,Marsden | Pahiatua,,,,,CONFIRM,KG evidence identifies location and county
HawkesBay,Te Pohue,Te Pohue,Hawke's Bay County,Low,KG: Te Pohue inland from Napier; Hawke's Bay County,,,,te pōhue,Hawke's Bay,Hawke's Bay,CONFIRM,"Gazetteer land district ""Hawke's Bay"" consistent with district"
HawkesBay,Te Puia Springs,Te Puia Springs,Waiapu County,Medium,KG: Te Puia Springs on East Cape; Waiapu County,,,,te puia springs,Gisborne,,CONFIRM,KG evidence identifies location and county
HawkesBay,Tipapakuku,Tipapakuku,Hawke's Bay County,Medium,KG: Tipapakuku near Napier; Hawke's Bay County,,,,tipapakuku,Hawke's Bay,Hawke's Bay,CONFIRM,"Gazetteer land district ""Hawke's Bay"" consistent with district"
HawkesBay,Tutira,Tutira,Hawke's Bay County,High,KG: Tutira north of Napier at Lake Tutira; Hawke's Bay County,,,,,,,CONFIRM,KG evidence identifies location and county
HawkesBay,Waitahora,Waitahora,Dannevirke County,Low,KG: Waitahora near Dannevirke; Dannevirke County,waitaha,Westland,,waitahora,Hawke's Bay,Hawke's Bay,CONFIRM,"Gazetteer land district ""Hawke's Bay"" consistent with district"
HawkesBay,Wigan,Wigan,Cook County,High,Polling: Gisborne ED lists Wigan (Tolaga Bay); Cook County,wigan,Tauranga,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Nelson,Addison's Flat,Addisons Flat,Buller County,High,Polling: Buller ED (line 764); west of Westport,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Nelson,Anatimo,Anatimo,Buller County,Low,No direct source; possibly near Maruia River/Murchison area,,,,anatimo,Nelson,Nelson,CONFIRM,Gazetteer land district 'Nelson' consistent with district
Nelson,Arapito,Arapito,Buller County,High,Postal data: Karamea-Arapito route; near Little Wanganui,,,,arapito,Nelson,Nelson,CONFIRM,Gazetteer land district 'Nelson' consistent with district
Nelson,Awaroa,Awaroa,Waimea County,Medium,Abel Tasman coast; Waimea County coastal area,akaroa,Ellesmere,,awaroa,North Auckland,,CONFIRM,KG evidence identifies location and county
Nelson,Blackwater Upper,Blackwater Upper,Inangahua County,High,Blackwater River is in Inangahua County near Reefton,,,,,,,CONFIRM,KG evidence identifies location and county
Nelson,Brightwater (59) and River Terrace (side school) (22),Brightwater and River Terrace (side school,Waimea County,High,Polling: Nelson ED (line 693); Waimea Plains,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Nelson,Brooklyn,Brooklyn,Waimea County,High,Polling: Motueka ED (line 728); near Motueka,brooklyn,Motueka,Motueka,brooklyn,Nelson | Wellington,Nelson,CONFIRM,Polling ED 'Motueka' confirms county
Nelson,Clifton Terrace,Clifton Terrace,Nelson County,High,"Polling: Nelson ED (line 705 'Clifton Terrace, Wakapuaka')",,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Nelson,Fairdown,Fairdown,Buller County,High,Polling: Buller ED (line 768); near Westport,fairdown,Buller,Buller,fairdown,Nelson,Nelson,CONFIRM,Polling ED 'Buller' confirms county
Nelson,Fern Flat,Fern Flat,Buller County,High,"Polling: Buller ED (line 775 'school-teacher's residence, Fern Flat'); near Karamea",fern flat,Buller,Buller,fern flat,Wellington | North Auckland,,CONFIRM,Polling ED 'Buller' confirms county
Nelson,Ferntown,Ferntown,Collingwood County,High,Postal data: Collingwood-Ferntown route; near Collingwood,,,,ferntown,Nelson,Nelson,CONFIRM,Gazetteer land district 'Nelson' consistent with district
Nelson,Glenhope,Glenhope,Waimea County,Medium,Polling: Motueka ED (line 749); upper Wairoa River valley,glenhope,Motueka,Motueka,glenhope,Nelson,Nelson,CONFIRM,Polling ED 'Motueka' confirms county
Nelson,Golden Downs,Golden Downs,Nelson County,Low,Remote Nelson County forest area north of Wairoa River,,,,golden downs,Nelson,Nelson,CONFIRM,Gazetteer land district 'Nelson' consistent with district
Nelson,Granity (135) and Hector (side school) (40),Granity and Hector (side school,Buller County,High,Polling: Buller ED (line 762); West Coast north of Westport,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Nelson,Hamama,Hamama,Waimea County,Low,Possibly near Motueka/Marahau area; no direct source,,,,,,,INVESTIGATE,No direct source or uncertain assignment; needs further research
Nelson,Happy Valley,Happy Valley,Nelson County,High,Polling: Nelson ED (line 708); near Nelson Borough,,,,happy valley,Southland | Wellington | North Auckland,,CONFIRM,Strong original evidence (small_cities / polling)
Nelson,Hinekaka,Hinekaka,Collingwood County,Low,Uncertain; possibly Golden Bay area,,,,,,,INVESTIGATE,No direct source or uncertain assignment; needs further research
Nelson,Inangahua Landing,Inangahua Landing,Inangahua County,High,Polling: Buller ED (line 779 O'Regan's House); near Inangahua Junction,,,,inangahua landing,Nelson,Nelson,CONFIRM,Gazetteer land district 'Nelson' consistent with district
Nelson,Karamea (81) and Oparara (side school) (11),Karamea and Oparara (side school,Buller County,High,Polling: Motueka ED (line 735); West Coast near Kahurangi,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Nelson,Kikiwa,Kikiwa,Waimea County,Medium,Upper Motueka River area; Waimea County,,,,kikiwa,Nelson,Nelson,CONFIRM,Gazetteer land district 'Nelson' consistent with district
Nelson,Kiwi,Kiwi,Waimea County,Low,Possibly upper Wairoa/Waimea area; no direct source,,,,kiwi,Nelson,Nelson,CONFIRM,Gazetteer land district 'Nelson' consistent with district
Nelson,Koreke,Koreke,Collingwood County,Low,Possibly Golden Bay area; no direct source,,,,,,,INVESTIGATE,No direct source or uncertain assignment; needs further research
Nelson,Little Grey,Little Grey,Inangahua County,High,Little Grey River near Reefton; Inangahua County,,,,,,,CONFIRM,KG evidence identifies location and county
Nelson,Little Wanganui,Little Wanganui,Buller County,High,Polling: Motueka ED (line 734); West Coast near Karamea,,,,little wanganui,Nelson,Nelson,CONFIRM,Gazetteer land district 'Nelson' consistent with district
Nelson,Longford,Longford,Buller County,Medium,Near Murchison; Buller County,,,,longford,Nelson,Nelson,CONFIRM,Gazetteer land district 'Nelson' consistent with district
Nelson,Long Plain,Long Plain,Collingwood County,Low,Possibly Aorere Valley/Golden Bay; no direct source,,,,,,,INVESTIGATE,No direct source or uncertain assignment; needs further research
Nelson,McLaren's Bay,McLarens Bay,Waimea County,Medium,Near Kaiteriteri on Tasman Bay coast; Waimea County,,,,,,,CONFIRM,KG evidence identifies location and county
Nelson,Mahana,Mahana,Waimea County,Medium,Near Mapua; Waimea County,,,,mahana,Nelson,Nelson,CONFIRM,Gazetteer land district 'Nelson' consistent with district
Nelson,Mangarakau,Mangarakau,Collingwood County,High,Polling: Motueka ED (line 741); near Collingwood,manakau,Otaki,,mangarākau,Nelson,Nelson,CONFIRM,Gazetteer land district 'Nelson' consistent with district
Nelson,Mangles Valley,Mangles Valley,Buller County,Medium,Mangles River near Murchison; Buller County,,,,mangles valley,Nelson,Nelson,CONFIRM,Gazetteer land district 'Nelson' consistent with district
Nelson,Mapua,Mapua,Waimea County,High,Tasman Bay coast near Richmond; Waimea County,,,,,,,CONFIRM,KG evidence identifies location and county
Nelson,Marahau,Marahau,Waimea County,High,Abel Tasman coast near Motueka; Waimea County,,,,,,,CONFIRM,KG evidence identifies location and county
Nelson,Matai Valley,Matai Valley,Collingwood County,Medium,Matai Valley near Collingwood; Golden Bay,,,,,,,CONFIRM,KG evidence identifies location and county
Nelson,Motupiko,Motupiko,Waimea County,High,Polling: Motueka ED (line 722); Motupiko River tributary of Motueka,motupiko,Motueka,Motueka,motupiko,Nelson,Nelson,CONFIRM,Polling ED 'Motueka' confirms county
Nelson,Norris's Gully,Norriss Gully,Nelson County,Low,Near Nelson city area; no direct source,,,,,,,INVESTIGATE,No direct source or uncertain assignment; needs further research
Nelson,Nuggety Creek,Nuggety Creek,Inangahua County,Medium,Near Reefton goldfields; Inangahua County,,,,,,,CONFIRM,KG evidence identifies location and county
Nelson,Oparara Beach,Oparara Beach,Buller County,Medium,Near Karamea/Oparara River; Buller County,,,,,,,CONFIRM,KG evidence identifies location and county
Nelson,Orinoco,Orinoco,Buller County,Low,Near Murchison; Buller County,,,,orinoco,Nelson,Nelson,CONFIRM,Gazetteer land district 'Nelson' consistent with district
Nelson,Owen Junction,Owen Junction,Buller County,High,Polling: Buller ED (line 777 'Owen Junction'); near Murchison,,,,owen junction,Nelson,Nelson,CONFIRM,Gazetteer land district 'Nelson' consistent with district
Nelson,Pakawau,Pakawau,Collingwood County,High,Near Farewell Spit base; Collingwood County,,,,,,,CONFIRM,KG evidence identifies location and county
Nelson,Pariwhakaho,Pariwhakaho,Nelson County,Medium,Near Nelson city; Nelson County,,,,,,,CONFIRM,KG evidence identifies location and county
Nelson,Pigeon Valley,Pigeon Valley,Waimea County,Medium,Between Nelson and Wakefield; Waimea County,,,,,,,CONFIRM,KG evidence identifies location and county
Nelson,Pokororo,Pokororo,Waimea County,Medium,Near Motueka River; Waimea County,,,,pokororo,Nelson,Nelson,CONFIRM,Gazetteer land district 'Nelson' consistent with district
Nelson,Progress,Progress,Buller County,High,Polling: Buller ED (line 772 'Progress Junction'); near Westport,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Nelson,Punakaikai,Punakaikai,Buller County,High,Punakaiki on West Coast; Buller County,,,,punakaiki,Westland,,CONFIRM,KG evidence identifies location and county
Nelson,Ranzau,Ranzau,Waimea County,High,Polling: Nelson ED (line 695); near Hope/Richmond,ranzau,Nelson,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Nelson,Redwood's Valley,Redwoods Valley,Nelson County,Low,Near Nelson; Nelson County,,,,redwood valley,Nelson,Nelson,CONFIRM,Gazetteer land district 'Nelson' consistent with district
Nelson,Rockville (42) and Dall's Creek (side school) (11),Rockville and Dalls Creek (side school,Collingwood County,High,"Polling: Motueka ED (line 729 'Old School, Rockville'); Golden Bay",,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Nelson,Rocky River,Rocky River,Collingwood County,Medium,Aorere River tributary near Collingwood; Collingwood County,,,,,,,CONFIRM,KG evidence identifies location and county
Nelson,Rotokohu,Rotokohu,Buller County,Low,Possibly near Murchison/Buller area; no direct source,,,,rotokohu,Nelson,Nelson,CONFIRM,Gazetteer land district 'Nelson' consistent with district
Nelson,Sergeant's Hill,Sergeants Hill,Inangahua County,Medium,Near Reefton; Inangahua County,,,,sergeants hill,Nelson,Nelson,CONFIRM,Gazetteer land district 'Nelson' consistent with district
Nelson,Sherry River,Sherry River,Waimea County,High,Polling: Motueka ED (line 724 'Sherry Valley'); near Motupiko,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Nelson,Six-mile,Six-mile,Buller County,Medium,Six-mile Creek area near Westport; Buller County,,,,six mile,Nelson,Nelson,CONFIRM,Gazetteer land district 'Nelson' consistent with district
Nelson,Summerlea,Summerlea,Inangahua County,Medium,"Polling: Motueka ED (line 746 'Summerlea, St Helens Post-office'); near Inangahua",,,,summerlea,Nelson,Nelson,CONFIRM,Gazetteer land district 'Nelson' consistent with district
Nelson,Takaka Central,Takaka,Collingwood County,High,Polling: Motueka ED (line 738 courthouse Takaka); Golden Bay,takaka,Motueka,,,,,CONFIRM,Strong original evidence (small_cities / polling)
